Anno;Quartiere;NIL;Uomini;Donne;Totale;Minori;Stranieri;Famiglie registrate in anagrafe;Famiglie unipersonali registrate in anagrafe;80 e più soli fam registrate in anagrafe;Nati vivi;Nati fuori dal matrimonio;Nati con almeno un genitore straniero;Morti;Emigrati;Immigrati;80 e più;65 e più;Prima cittadinanza;residenti prima cittadinanza;Seconda cittadinanza;residenti seconda cittadinanza;Terza cittadinanza;residenti terza cittadinanza;Scuola dell'infanzia (numero);Scuola primaria (numero);Scuola secondaria di primo grado (numero);Area (metri quadrati)
2015;San Siro;57;12799;13835;26634;4630;9477;14694;8449;1141;285;97;195;289;683;933;2041;5773;Egitto;3104;Filippine;1226;Romania;836;2;1;0;984925,54
2015;Sarpi;69;13732;16096;29828;4850;4989;16534;9211;1080;276;130;72;297;830;1163;2111;6219;Cinese, Repubblica Popolare;2119;Filippine;549;Sri Lanka (ex Ceylon);215;5;4;3;1811914,53
2015;Scalo Romana;36;6428;5615;12043;1757;4280;6859;3968;241;107;38;66;80;368;699;543;2091;Egitto;895;Filippine;661;Bangladesh;394;0;1;0;1736727,98
2015;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;42;14610;15311;29921;4851;5906;15807;8029;1083;270;116;99;297;728;882;2328;6750;Filippine;1061;Egitto;883;Perù;413;8;5;3;3232237,35
2015;Stadio - Ippodromi;60;6040;6499;12539;2302;2150;5894;2445;385;95;40;35;121;331;424;962;2921;Filippine;427;Francia;380;Perù;156;6;8;4;3435307,37
2015;Stazione Centrale - Ponte Seveso;10;9131;8705;17836;2469;4384;10315;6142;573;155;51;67;147;512;961;1118;3614;Bangladesh;705;Filippine;609;Cinese, Repubblica Popolare;549;3;3;3;1556077,52
2015;Stephenson;75;47;36;83;9;24;38;15;1;0;0;0;0;2;4;2;16;Cinese, Repubblica Popolare;7;Filippine;5;Sri Lanka (ex Ceylon);4;0;0;0;560097,89
2015;Taliedo - Morsenchio - Q.re Forlanini;30;8837;10185;19022;2829;3035;9815;4566;1093;118;51;40;309;380;460;2422;5504;Perù;436;Filippine;389;Romania;261;5;4;2;3821389,97
2015;Tibaldi;43;5463;6006;11469;1407;1907;6746;3979;509;95;35;40;121;318;485;1012;2913;Egitto;348;Filippine;295;Perù;141;2;1;1;786214,31
2015;Tre Torri;59;835;932;1767;350;238;850;392;61;11;0;3;14;30;136;117;356;Francia;47;Filippine;28;Spagna;16;0;0;0;513316,34
2015;Trenno;64;2127;2066;4193;553;314;2052;707;109;18;8;4;31;119;141;247;1162;Eritrea;31;Pakistan;30;Filippine;28;2;0;0;489710,56
2015;Triulzo Superiore;32;943;658;1601;305;1095;896;565;16;16;4;13;3;73;107;28;111;Egitto;265;Sri Lanka (ex Ceylon);178;Filippine;147;0;0;0;1395022,03
2015;Umbria - Molise - Calvairate;28;10586;11816;22402;3295;4398;12626;7145;1047;188;59;67;202;544;721;1896;5309;Filippine;787;Egitto;610;Perù;294;3;1;0;1192396,73
2015;Vigentino - Q.re Fatima;38;6838;7285;14123;2236;1698;7098;3155;450;108;30;30;110;297;362;1013;3683;Filippine;235;Egitto;169;Sri Lanka (ex Ceylon);143;4;2;1;1853233,5
2015;Villapizzone - Cagnola - Boldinasco;71;19761;20722;40483;6624;12894;21357;11062;1489;376;154;206;418;984;1364;2983;8409;Cinese, Repubblica Popolare;2793;Filippine;1967;Egitto;1820;11;8;3;3427070,6
2015;XXII Marzo;26;14253;16869;31122;4695;2931;16858;8981;1279;223;86;29;308;693;965;2474;7718;Filippine;496;Perù;257;Sri Lanka (ex Ceylon);182;5;3;3;1637499,71
2016;Adriano;17;8459;7972;16431;3083;3581;8128;3292;286;163;60;63;97;438;625;622;2492;Filippine;538;Egitto;486;Cinese, Repubblica Popolare;390;4;1;0;2431560,11
2016;Affori;80;12343;12395;24738;4166;7143;12798;6511;736;250;91;121;191;687;782;1514;4863;Cinese, Repubblica Popolare;1766;Egitto;1171;Filippine;1096;6;3;2;2070893,65
2016;Assiano;87;157;140;297;69;29;133;56;6;6;3;1;8;44;23;11;40;Ucraina;5;Marocco;4;Serbia, Repubblica di, Repubblica di;4;0;0;0;5844580,12
2016;Baggio - Q.re degli Olmi - Q.re Valsesia;55;14054;15527;29581;4631;5364;14485;6198;1100;216;103;95;338;724;751;2578;7877;Filippine;1049;Perù;707;Egitto;619;7;3;2;3478599,96
2016;Bande Nere;52;19888;23862;43750;6120;6759;24020;12137;2243;357;125;142;661;1098;1412;4948;12380;Filippine;1619;Egitto;600;Perù;563;13;7;6;2663880,93
2016;Barona;46;7910;8962;16872;2295;2230;8202;3309;698;102;50;43;224;346;275;1597;5353;Egitto;518;Filippine;272;Marocco;196;3;3;1;2006324,59
2016;Bicocca;15;4294;4137;8431;1517;1406;4406;2171;147;104;36;26;53;267;401;337;1290;Egitto;211;Filippine;208;Cinese, Repubblica Popolare;141;0;0;0;1534521,13
2016;Bovisa;77;7057;6685;13742;2157;4904;7754;4564;443;136;50;93;103;404;610;799;2385;Egitto;1198;Cinese, Repubblica Popolare;864;Filippine;566;4;2;1;1913132,63
2016;Bovisasca;81;3362;3708;7070;1056;914;3369;1307;262;49;24;16;97;197;140;654;1953;Cinese, Repubblica Popolare;104;Egitto;102;Perù;97;3;1;1;1576826,44
2016;Brera;2;8320;9636;17956;2914;2456;10114;5574;653;116;49;25;165;631;895;1218;4134;Filippine;393;Sri Lanka (ex Ceylon);180;Romania;128;5;5;3;1637395,23
2016;Bruzzano;83;6258;6610;12868;2163;2367;6166;2542;349;117;49;47;126;343;306;850;3060;Egitto;384;Perù;225;Ecuador;209;3;2;1;1667691,29
2016;Buenos Aires - Porta Venezia - Porta Monforte;21;28725;32831;61556;9151;7412;34146;19055;2447;480;180;121;562;1492;2306;4549;14281;Filippine;1319;Cinese, Repubblica Popolare;669;Sri Lanka (ex Ceylon);466;9;5;4;2877542,27
2016;Cantalupa;47;258;240;498;76;73;248;116;3;3;2;2;5;21;25;9;87;Egitto;15;Cinese, Repubblica Popolare;12;Ecuador;5;0;0;0;926716,81
2016;Cascina Merlata;73;658;94;752;12;144;717;4;0;0;0;0;0;82;125;2;36;Marocco;36;Romania;25;Albania;24;0;0;0;1729126,9
2016;Chiaravalle;34;549;517;1066;130;146;540;239;29;4;1;1;10;35;17;59;254;Filippine;22;Egitto;17;Romania;16;1;0;0;311640,12
2016;Cimiano - Rottole - Q.re Feltre;18;8972;10388;19360;2743;2881;10371;5227;1118;140;53;56;264;539;556;2221;5594;Filippine;558;Perù;336;Egitto;261;7;4;3;4971969,5
2016;Citta' studi;22;16647;19474;36121;4938;5324;20558;11779;1812;277;106;89;380;930;1351;3282;9224;Filippine;910;Perù;528;Sri Lanka (ex Ceylon);416;7;8;5;2207487,44
2016;Comasina;82;4691;4821;9512;1799;3036;4495;1989;345;99;35;56;75;294;276;661;1916;Cinese, Repubblica Popolare;986;Egitto;388;Perù;248;3;2;2;926734,56
2016;Corsica;25;8923;10518;19441;2754;2822;10711;5825;876;151;50;43;177;447;670;1719;4754;Filippine;665;Cinese, Repubblica Popolare;238;Perù;238;5;3;3;1081329,7
2016;De Angeli - Monte Rosa;58;9451;11436;20887;3231;2529;11232;5745;869;185;76;46;232;511;860;1825;5114;Filippine;398;Francia;265;Perù;182;3;2;3;1323078,54
2016;Dergano;79;11819;10862;22681;3743;7841;12335;7006;644;226;87;130;175;715;905;1301;3930;Egitto;1730;Cinese, Repubblica Popolare;1632;Filippine;975;3;3;3;1358615,04
2016;Duomo;1;8121;8782;16903;2745;2114;9330;5173;592;128;54;32;121;540;868;1105;3731;Filippine;404;Sri Lanka (ex Ceylon);261;Francia;131;4;4;3;2341704,07
2016;Farini;78;2085;1872;3957;588;1412;2273;1355;90;48;23;26;13;143;173;174;640;Egitto;352;Cinese, Repubblica Popolare;334;Filippine;130;0;0;0;1010230,89
2016;Figino;63;1022;1038;2060;357;427;978;411;45;13;8;7;14;42;66;103;416;Romania;61;Sri Lanka (ex Ceylon);58;Egitto;53;2;2;1;1424713,85
2016;Forze Armate;56;11512;12772;24284;3736;4280;12087;5421;899;172;62;63;276;612;653;1855;6240;Filippine;864;Egitto;714;Perù;428;7;5;2;3206902,39
2016;Ghisolfa;70;8244;9394;17638;2811;3092;9559;5145;792;167;69;74;165;422;617;1420;3867;Cinese, Repubblica Popolare;663;Filippine;540;Egitto;297;0;0;0;1051452,21
2016;Giambellino;49;14949;16533;31482;5141;7995;16763;9054;1333;274;86;133;322;840;939;2447;7051;Egitto;1956;Filippine;1391;Sri Lanka (ex Ceylon);676;2;2;2;1965274,21
2016;Giardini P.ta Venezia;3;26;24;50;8;7;21;9;1;0;0;0;0;0;6;2;6;Filippine;3;Sri Lanka (ex Ceylon);3;Stati Uniti d'America;1;1;0;0;249646,83
2016;Gorla - Precotto;16;14010;14731;28741;4534;6675;15145;7555;895;254;111;120;289;749;983;1945;6426;Filippine;1650;Egitto;744;Perù;675;9;6;2;3005623,49
2016;Gratosoglio - Q.re Missaglia - Q.re Terrazze;41;8894;9882;18776;2958;2722;8679;3349;736;92;51;35;247;346;342;1950;5495;Egitto;424;Filippine;360;Marocco;237;3;4;2;3312818,32
2016;Greco - Segnano;13;7499;7895;15394;2392;3766;8192;4228;667;117;52;61;161;439;537;1279;3385;Filippine;822;Cinese, Repubblica Popolare;619;Egitto;401;2;2;2;1768669,43
2016;Guastalla;4;6909;8117;15026;2348;1800;8144;4387;597;133;45;33;154;412;587;1130;3678;Filippine;358;Sri Lanka (ex Ceylon);283;Romania;90;6;7;9;1548020,74
2016;Isola;11;11021;11623;22644;3161;4068;13148;7843;815;209;81;64;185;719;1072;1532;4638;Cinese, Repubblica Popolare;646;Egitto;601;Filippine;498;4;3;3;1322966,34
2016;Lambrate - Ortica;23;5417;5717;11134;1910;2002;5962;3098;335;101;30;20;136;338;383;776;2133;Filippine;424;Egitto;273;Romania;145;6;4;2;3096861,87
2016;Lodi - Corvetto;35;17293;18756;36049;5504;9174;19765;10601;1555;309;121;152;458;1187;1152;3155;8645;Filippine;1712;Egitto;1492;Perù;775;9;7;4;3639092,52
2016;Lorenteggio;53;6543;7349;13892;2178;1968;6951;3112;678;110;37;41;172;313;399;1537;3715;Egitto;426;Filippine;214;Romania;152;5;4;2;2635327,1
2016;Loreto - Casoretto - NoLo;20;23112;21593;44705;6485;15415;26271;16489;1290;398;168;209;359;1522;2187;2438;7800;Filippine;2905;Egitto;2888;Cinese, Repubblica Popolare;1772;7;5;4;1747565,53
2016;Maciachini - Maggiolina;12;12447;13687;26134;3823;5230;14128;7586;1195;214;82;85;265;669;911;2144;6178;Filippine;932;Cinese, Repubblica Popolare;928;Egitto;647;8;3;2;1674980,95
2016;Magenta - S.Vittore;7;7990;9306;17296;2971;1847;9083;4656;658;127;40;32;154;417;707;1244;3909;Filippine;321;Sri Lanka (ex Ceylon);216;Francia;214;5;6;4;1390146,88
2016;Maggiore - Musocco - Certosa;72;2481;2653;5134;847;874;2616;1197;164;41;13;21;65;106;186;344;1309;Egitto;118;Perù;110;Romania;91;2;2;1;3030188,71
2016;Moncucco - San Cristoforo;45;6616;6890;13506;2094;2561;7388;4003;409;124;48;53;129;420;596;875;3022;Egitto;642;Filippine;267;Sri Lanka (ex Ceylon);207;5;1;1;1596174,14
2016;Monlue' - Ponte Lambro;31;2685;2367;5052;971;1735;2497;1080;93;46;22;20;42;298;258;176;728;Egitto;287;Perù;192;Ecuador;181;1;1;0;2639289,21
2016;Morivione;37;3694;4021;7715;1299;1285;4173;2008;197;54;18;21;122;215;274;622;1673;Filippine;239;Egitto;154;Cinese, Repubblica Popolare;130;2;2;1;817976,68
2016;Muggiano;54;1531;1557;3088;748;204;1311;474;31;29;11;5;12;53;65;78;349;Egitto;30;Ecuador;28;Perù;21;1;1;0;444218,42
2016;N.D.;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0;;0;;0;0;0;0;0
2016;Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi;14;17297;19238;36535;5356;5132;18809;8770;1660;249;97;100;443;966;872;3436;10049;Egitto;750;Cinese, Repubblica Popolare;515;Filippine;514;10;6;4;4251281,95
2016;Ortomercato;29;2127;2068;4195;649;1604;2392;1380;168;37;17;25;35;142;148;321;877;Egitto;449;Filippine;229;Cinese, Repubblica Popolare;145;1;1;1;1402519,65
2016;Padova - Turro - Crescenzago;19;18132;18586;36718;5455;12430;20315;11381;1457;340;139;203;350;1031;1310;2842;7943;Filippine;2649;Egitto;2340;Cinese, Repubblica Popolare;1212;7;4;3;2061945,5
2016;Pagano;68;7997;9156;17153;3101;1613;8552;4014;697;128;43;17;158;376;603;1380;4048;Filippine;274;Francia;153;Sri Lanka (ex Ceylon);134;2;2;2;1289734,29
2016;Parco Bosco in citta';88;180;187;367;82;98;206;84;4;6;2;3;1;87;21;12;74;Romania;49;Perù;9;Ecuador;7;0;0;0;7837668,61
2016;Parco dei Navigli;86;170;125;295;56;44;152;61;2;3;2;1;1;19;18;5;27;Romania;10;Albania;9;Egitto;8;0;0;0;3617836,27
2016;Parco delle Abbazie;85;236;218;454;133;188;184;90;3;11;6;7;0;24;9;8;39;Romania;66;Montenegro;59;Bosnia-Erzegovina;30;0;0;0;13722000
2016;Parco Forlanini - Cavriano;24;675;476;1151;148;469;747;349;21;8;4;5;7;40;256;35;127;Egitto;57;Romania;45;Nigeria;32;0;0;0;2925814,52
2016;Parco Nord;84;50;51;101;19;21;52;26;2;1;0;0;1;1;7;3;13;Cinese, Repubblica Popolare;5;Filippine;3;Romania;3;1;1;0;1533639,39
2016;Parco Sempione;8;3;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;0;470434,33
2016;Porta Garibaldi - Porta Nuova;9;2632;2874;5506;727;763;3257;1933;189;49;18;13;44;146;340;373;1155;Cinese, Repubblica Popolare;106;Perù;80;Sri Lanka (ex Ceylon);49;1;0;0;785668,25
2016;Porta Genova;50;6768;8176;14944;2334;1172;7982;4194;632;127;48;17;159;311;508;1244;3697;Filippine;177;Sri Lanka (ex Ceylon);86;Egitto;80;4;2;0;996786,39
2016;Porta Magenta;51;11938;14711;26649;4297;2546;14000;7181;1171;197;57;44;231;618;866;2273;6566;Filippine;504;Francia;197;Ucraina;171;4;3;3;1306450,76
2016;Porta Ticinese - Conca del Naviglio;6;9004;10525;19529;2696;2055;11407;6871;691;171;69;29;192;519;785;1336;4376;Filippine;306;Egitto;235;Cinese, Repubblica Popolare;181;7;3;2;1255064,75
2016;Porta Ticinese - Conchetta;44;8041;9099;17140;2552;2191;9999;6074;589;187;80;40;136;468;751;1102;3407;Egitto;251;Filippine;244;Romania;170;4;1;0;1483927,87
2016;Porta Vigentina - Porta Lodovica;5;6292;7295;13587;2184;1421;7229;3733;559;97;35;19;124;313;511;1196;3344;Filippine;190;Sri Lanka (ex Ceylon);174;Egitto;125;4;3;3;1135239,32
2016;Portello;67;3769;4321;8090;1203;785;4283;2138;381;68;25;13;99;196;291;774;2173;Filippine;114;Perù;112;Cinese, Repubblica Popolare;75;2;2;1;909636,6
2016;Pta Romana;27;7678;8724;16402;2248;1711;9512;5639;584;157;60;24;152;391;713;1104;3514;Filippine;295;Cinese, Repubblica Popolare;132;Perù;104;1;2;1;1002793,53
2016;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;65;14831;17165;31996;4241;2938;15881;6338;1626;180;75;58;470;649;627;4027;11094;Romania;371;Filippine;350;Perù;271;6;6;3;3894538,21
2016;QT 8;66;1828;2206;4034;631;390;2054;976;236;28;12;5;51;114;72;433;1062;Filippine;50;Sri Lanka (ex Ceylon);46;Cinese, Repubblica Popolare;41;3;2;1;1024437,42
2016;Quarto Cagnino;61;4732;5075;9807;1502;977;4662;1886;302;63;28;18;106;178;209;739;2579;Egitto;181;Filippine;122;Cinese, Repubblica Popolare;121;3;1;1;986391,48
2016;Quarto Oggiaro - Vialba - Musocco;76;14807;16031;30838;5167;6851;14567;6117;1136;227;118;112;356;774;602;2535;7106;Cinese, Repubblica Popolare;1628;Egitto;884;Filippine;663;6;5;3;2778263,75
2016;Quinto Romano;62;2306;2440;4746;653;456;2264;887;140;24;11;11;42;113;81;318;1226;Egitto;75;Filippine;54;Romania;54;1;1;0;1645859,77
2016;Quintosole;39;631;155;786;55;144;644;92;6;0;0;0;1;78;85;15;124;Egitto;30;Albania;27;Romania;20;0;0;0;1057528,77
2016;Rogoredo - Santa Giulia;33;5129;4945;10074;2119;1964;4944;2358;207;114;41;29;67;306;357;409;1427;Egitto;289;Filippine;220;Perù;181;2;1;1;1200161,64
2016;Ronchetto delle Rane;40;394;353;747;158;117;302;93;10;2;0;2;6;14;10;27;101;Egitto;36;Filippine;24;Sri Lanka (ex Ceylon);11;0;0;0;188870,6
2016;Ronchetto sul Naviglio - Q.re Lodovico il Moro;48;6907;7647;14554;2075;1820;7381;3337;524;86;33;40;158;368;359;1284;4165;Egitto;379;Perù;183;Filippine;182;4;4;3;2406775,2
2016;Roserio;74;142;113;255;34;56;120;47;5;4;3;2;3;3;10;14;57;Cinese, Repubblica Popolare;29;Filippine;5;Sri Lanka (ex Ceylon);4;0;0;0;708465,8
2016;San Siro;57;12964;13926;26890;4724;9644;14789;8526;1145;258;94;176;307;768;999;2038;5680;Egitto;3167;Filippine;1269;Romania;938;2;1;0;984925,54
2016;Sarpi;69;13846;16249;30095;4926;5052;16664;9307;1074;316;142;103;301;762;1168;2115;6198;Cinese, Repubblica Popolare;2158;Filippine;556;Sri Lanka (ex Ceylon);209;5;4;3;1811914,53
2016;Scalo Romana;36;6591;5739;12330;1821;4346;7013;4074;247;103;34;64;77;380;669;569;2134;Egitto;935;Filippine;665;Bangladesh;390;0;1;0;1736727,98
2016;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;42;14614;15437;30051;4898;5933;15873;8120;1139;263;94;101;282;782;882;2392;6756;Filippine;1076;Egitto;873;Perù;408;8;5;3;3232237,35
2016;Stadio - Ippodromi;60;6061;6513;12574;2276;2145;5936;2483;388;74;32;27;129;355;384;1002;2913;Filippine;415;Francia;382;Perù;157;6;8;3;3435307,37
2016;Stazione Centrale - Ponte Seveso;10;9344;8731;18075;2469;4498;10532;6325;582;150;69;65;132;572;952;1136;3641;Bangladesh;702;Filippine;593;Cinese, Repubblica Popolare;544;3;3;3;1556077,52
2016;Stephenson;75;43;36;79;9;24;35;12;1;0;0;0;0;4;2;4;16;Cinese, Repubblica Popolare;7;Filippine;5;Sri Lanka (ex Ceylon);4;0;0;0;560097,89
2016;Taliedo - Morsenchio - Q.re Forlanini;30;8865;10178;19043;2837;3052;9816;4605;1131;151;63;63;291;446;416;2457;5406;Perù;407;Filippine;396;Egitto;266;5;4;2;3821389,97
2016;Tibaldi;43;5483;6038;11521;1458;1895;6765;4002;535;103;42;30;125;324;492;1059;2891;Egitto;343;Filippine;287;Cinese, Repubblica Popolare;132;2;1;1;786214,31
2016;Tre Torri;59;935;1045;1980;425;325;941;430;71;13;2;3;9;35;165;125;367;Francia;67;Filippine;26;Spagna;23;0;0;0;513316,34
2016;Trenno;64;2113;2057;4170;523;327;2071;730;123;18;6;3;22;123;110;267;1215;Filippine;31;Somalia;27;Ucraina;22;1;0;0;489710,56
2016;Triulzo Superiore;32;945;691;1636;339;1117;882;539;16;26;10;21;7;65;104;24;115;Egitto;287;Sri Lanka (ex Ceylon);184;Filippine;132;0;0;0;1395022,03
2016;Umbria - Molise - Calvairate;28;10686;11914;22600;3392;4440;12731;7224;1032;198;81;71;229;598;798;1917;5307;Filippine;790;Egitto;611;Perù;287;3;1;0;1192396,73
2016;Vigentino - Q.re Fatima;38;6957;7482;14439;2308;1754;7281;3276;468;114;47;31;129;296;401;1089;3729;Filippine;256;Egitto;175;Sri Lanka (ex Ceylon);143;4;2;1;1853233,5
2016;Villapizzone - Cagnola - Boldinasco;71;20015;20826;40841;6713;12928;21471;11060;1500;385;168;227;412;1026;1419;3018;8420;Cinese, Repubblica Popolare;2859;Filippine;1965;Egitto;1829;11;8;3;3427070,6
2016;XXII Marzo;26;14345;16995;31340;4696;2971;17001;9086;1298;249;97;48;286;692;1119;2514;7725;Filippine;480;Perù;256;Sri Lanka (ex Ceylon);174;5;3;3;1637499,71
2017;Adriano;17;8778;8169;16947;3110;3921;8514;3344;298;139;58;139;73;476;756;665;2602;Egitto;563;Filippine;531;Cinese, Repubblica Popolare;403;4;1;0;2431560,11
2017;Affori;80;12438;12455;24893;4215;7214;12877;6569;763;259;103;259;210;595;802;1556;4882;Cinese, Repubblica Popolare;1808;Egitto;1183;Filippine;1108;6;3;2;2070893,65
2017;Assiano;87;160;142;302;73;36;127;50;5;3;2;3;1;24;20;10;41;Paesi Bassi;8;Ucraina;5;Marocco;4;0;0;0;5844580,12
2017;Baggio - Q.re degli Olmi - Q.re Valsesia;55;14062;15599;29661;4694;5541;14551;6261;1154;219;107;219;371;647;761;2692;7821;Filippine;1068;Perù;713;Egitto;652;7;3;2;3478599,96
2017;Bande Nere;52;20202;24028;44230;6215;7050;24258;12380;2299;340;126;340;678;1000;1471;5027;12207;Filippine;1654;Egitto;594;Perù;544;13;7;6;2663880,93
2017;Barona;46;7963;9055;17018;2371;2376;8241;3329;740;129;63;129;274;326;353;1692;5339;Egitto;563;Filippine;295;Marocco;198;3;3;1;2006324,59
2017;Bicocca;15;4310;4233;8543;1538;1444;4444;2162;153;110;36;110;39;286;372;367;1333;Egitto;211;Filippine;193;Cinese, Repubblica Popolare;149;0;0;0;1534521,13
2017;Bovisa;77;7150;6767;13917;2163;4950;7900;4683;436;131;57;131;104;428;602;814;2377;Egitto;1213;Cinese, Repubblica Popolare;873;Filippine;587;4;2;1;1913132,63
2017;Bovisasca;81;3381;3716;7097;1057;978;3412;1351;277;42;19;42;96;146;163;678;1974;Cinese, Repubblica Popolare;113;Perù;105;Romania;97;3;1;1;1576826,44
2017;Brera;2;8442;9757;18199;2987;2506;10291;5716;687;152;50;152;162;632;989;1274;4190;Filippine;399;Sri Lanka (ex Ceylon);196;Romania;120;5;5;3;1637395,23
2017;Bruzzano;83;6298;6630;12928;2179;2469;6190;2566;366;132;67;132;119;263;258;874;3091;Egitto;398;Romania;216;Filippine;215;3;2;1;1667691,29
2017;Buenos Aires - Porta Venezia - Porta Monforte;21;28971;32920;61891;9134;7428;34392;19273;2426;446;188;446;599;1483;2336;4607;14317;Filippine;1262;Cinese, Repubblica Popolare;680;Sri Lanka (ex Ceylon);458;9;5;4;2877542,27
2017;Cantalupa;47;262;248;510;79;81;255;121;4;3;0;3;1;8;29;16;88;Egitto;17;Cinese, Repubblica Popolare;14;Sri Lanka (ex Ceylon);7;0;0;0;926716,81
2017;Cascina Merlata;73;704;105;809;13;175;769;5;0;0;0;0;3;75;132;4;49;Marocco;42;Albania;29;Romania;27;0;0;0;1729126,9
2017;Chiaravalle;34;546;509;1055;125;146;541;243;30;1;1;1;8;26;25;59;265;Egitto;29;Filippine;22;Sri Lanka (ex Ceylon);16;1;0;0;311640,12
2017;Cimiano - Rottole - Q.re Feltre;18;9089;10457;19546;2780;2951;10472;5322;1117;145;55;145;258;403;602;2247;5542;Filippine;569;Perù;328;Egitto;267;7;4;3;4971969,5
2017;Citta' studi;22;16754;19478;36232;4935;5303;20749;11990;1819;248;91;248;389;906;1296;3318;9171;Filippine;879;Perù;462;Sri Lanka (ex Ceylon);425;7;8;5;2207487,44
2017;Comasina;82;4691;4833;9524;1788;3107;4495;1986;340;80;39;80;87;319;246;647;1873;Cinese, Repubblica Popolare;1075;Egitto;395;Perù;232;3;2;2;926734,56
2017;Corsica;25;9016;10603;19619;2776;2848;10829;5920;890;179;65;179;200;449;614;1747;4732;Filippine;672;Cinese, Repubblica Popolare;238;Perù;227;5;3;3;1081329,7
2017;De Angeli - Monte Rosa;58;9590;11573;21163;3215;2585;11445;5965;899;172;79;172;211;499;871;1864;5115;Filippine;385;Francia;293;Perù;170;3;2;3;1323078,54
2017;Dergano;79;11949;11011;22960;3805;7938;12509;7146;631;219;89;219;167;702;952;1330;3954;Egitto;1703;Cinese, Repubblica Popolare;1681;Filippine;977;3;3;3;1358615,04
2017;Duomo;1;8070;8812;16882;2718;2064;9352;5211;611;131;40;131;154;640;809;1145;3752;Filippine;399;Sri Lanka (ex Ceylon);254;Francia;131;4;4;3;2341704,07
2017;Farini;78;2094;1838;3932;576;1366;2272;1354;91;39;14;39;19;141;175;189;647;Egitto;350;Cinese, Repubblica Popolare;336;Filippine;124;0;0;0;1010230,89
2017;Figino;63;1074;1096;2170;384;473;1035;449;51;16;5;16;17;54;76;105;431;Filippine;64;Romania;63;Egitto;62;2;2;1;1424713,85
2017;Forze Armate;56;11515;12814;24329;3797;4393;12121;5486;911;193;67;193;241;593;614;1943;6267;Filippine;856;Egitto;764;Perù;423;7;5;2;3206902,39
2017;Ghisolfa;70;8438;9507;17945;2829;3145;9771;5225;799;159;63;159;195;444;793;1428;3839;Cinese, Repubblica Popolare;639;Filippine;529;Egitto;314;0;0;0;1051452,21
2017;Giambellino;49;14880;16555;31435;5141;8081;16771;9112;1385;250;91;250;303;830;925;2497;7017;Egitto;2010;Filippine;1415;Sri Lanka (ex Ceylon);694;2;2;2;1965274,21
2017;Giardini P.ta Venezia;3;20;18;38;5;6;20;11;1;0;0;0;0;0;1;2;6;Filippine;3;Sri Lanka (ex Ceylon);3;;0;1;0;0;249646,83
2017;Gorla - Precotto;16;14266;14943;29209;4651;6829;15450;7794;900;259;107;259;285;820;1057;1980;6448;Filippine;1695;Egitto;749;Perù;640;9;6;2;3005623,49
2017;Gratosoglio - Q.re Missaglia - Q.re Terrazze;41;8854;9825;18679;2900;2732;8666;3400;794;90;42;90;220;382;310;2062;5429;Egitto;425;Filippine;360;Marocco;236;3;4;2;3312818,32
2017;Greco - Segnano;13;7606;7994;15600;2437;3793;8309;4299;659;133;49;133;143;400;519;1295;3382;Filippine;826;Cinese, Repubblica Popolare;633;Egitto;412;2;2;2;1768669,43
2017;Guastalla;4;6923;8127;15050;2296;1784;8179;4423;603;84;30;84;116;352;534;1171;3721;Filippine;367;Sri Lanka (ex Ceylon);272;Romania;93;6;7;9;1548020,74
2017;Isola;11;11146;11750;22896;3204;4243;13289;7971;810;211;100;211;219;635;1084;1528;4604;Cinese, Repubblica Popolare;710;Egitto;652;Filippine;491;4;3;3;1322966,34
2017;Lambrate - Ortica;23;5497;5822;11319;1921;2017;6072;3174;335;109;31;109;133;317;416;791;2136;Filippine;399;Egitto;286;Romania;154;6;4;2;3096861,87
2017;Lodi - Corvetto;35;17275;18810;36085;5533;9300;19786;10677;1563;302;112;302;467;1027;1133;3155;8525;Filippine;1713;Egitto;1518;Perù;771;9;7;4;3639092,52
2017;Lorenteggio;53;6636;7380;14016;2213;1995;6992;3155;687;109;48;109;199;317;402;1556;3665;Egitto;451;Filippine;223;Romania;158;5;4;2;2635327,1
2017;Loreto - Casoretto - NoLo;20;23313;21550;44863;6448;15364;26384;16571;1292;363;151;363;329;1433;2091;2525;7856;Egitto;2877;Filippine;2818;Cinese, Repubblica Popolare;1801;6;5;4;1747565,53
2017;Maciachini - Maggiolina;12;12498;13694;26192;3814;5197;14217;7725;1205;200;81;200;241;675;850;2209;6144;Cinese, Repubblica Popolare;913;Filippine;911;Egitto;655;8;3;2;1674980,95
2017;Magenta - S.Vittore;7;8131;9337;17468;2994;1863;9171;4704;678;128;51;128;160;460;731;1256;3919;Filippine;298;Sri Lanka (ex Ceylon);218;Francia;210;5;6;4;1390146,88
2017;Maggiore - Musocco - Certosa;72;2785;2913;5698;966;985;2897;1345;154;57;24;57;55;80;333;360;1296;Perù;133;Egitto;114;Romania;110;2;2;1;3030188,71
